debug_id,created_date,begin_date,credit_date,owner_id,client_id,contact_id,opportunity_id,product_id,lead_id,type,source_type,effort,owner_credit_percentage,raw_effort,description
Note.1225310,6/29/18,6/29/18,6/29/18,100000012,100003933,NULL,100007277,100014798,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.05180012,1,2,This is Note#33509
Appointment.245276,6/26/18,6/27/18,6/26/18,100000049,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject15871
Note.1226724,7/4/18,7/4/18,7/4/18,100000008,100018652,NULL,100001154,100155862,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#90708
Appointment.247143,7/6/18,7/20/18,7/6/18,100000068,NULL,NULL,NULL,NULL,NULL,Appointment-Meeting,Appointment-Meeting,0,1,0,Subject16790
Note.1228758,7/7/18,7/7/18,7/7/18,100000109,NULL,NULL,NULL,100171006,NULL,Message - New Client Dev't,Note-Message - New Client Dev't,0,1,2,This is Note#91990
Note.1224475,6/28/18,6/28/18,6/28/18,100000029,100008003,NULL,100002142,100119336,NULL,Message - Recruiting,Note-Message - Recruiting,0.043676506,1,2,This is Note#89209
Note.1223039,6/23/18,6/23/18,6/23/18,100000094,NULL,NULL,NULL,100218077,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#88190
Appointment.245364,6/27/18,6/27/18,6/27/18,100000115,100026712,100043263,100008006,100196623,NULL,Interview,Interview,0,1,5,Subject15685
Note.1221031,6/19/18,6/19/18,6/19/18,100000066,100009880,NULL,100004184,100178906,NULL,Message - Recruiting,Note-Message - Recruiting,0.057805304,1,2,This is Note#77454
Sendout.109450,6/16/18,6/16/18,6/16/18,100000164,100011112,100044661,100002151,100192853,NULL,Sendout,Sendout,0.218881539,1,8,NULL
Note.1220329,6/16/18,6/16/18,6/16/18,100000124,100024220,NULL,100000089,100128865,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#86293
Note.1219516,6/14/18,6/14/18,6/14/18,100000115,100026712,NULL,100008006,100044046,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85684
Note.1220047,6/15/18,6/15/18,6/15/18,100000004,100000995,NULL,100007611,100015971,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#86080
Note.1220808,6/19/18,6/19/18,6/19/18,100000041,100004244,NULL,100002431,100172843,NULL,Message - Recruiting,Note-Message - Recruiting,0.097547903,1,2,This is Note#86654
Note.1228327,7/6/18,7/6/18,7/6/18,100000115,100001240,NULL,100001843,100199849,NULL,Coversation,Note-Coversation,0,1,3,This is Note#91717
Note.1221007,6/19/18,6/19/18,6/19/18,100000094,100018857,NULL,100003007,100005164,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.083142988,1,2,This is Note#86788
Note.1224022,6/27/18,6/27/18,6/27/18,100000023,100003933,NULL,100004395,100094199,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1227565,7/5/18,7/5/18,7/5/18,100000001,NULL,NULL,NULL,100183287,NULL,Message - General,Note-Message - General,0,1,0,This is Note#90282
Note.1222798,6/22/18,6/22/18,6/22/18,100000001,100024220,NULL,100000098,100129228,NULL,Message - Recruiting,Note-Message - Recruiting,0.099326002,1,2,This is Note#88020
Note.1220044,6/15/18,6/15/18,6/15/18,100000036,100001246,NULL,100001846,100216464,NULL,Coversation,Note-Coversation,0,1,3,This is Note#86078
Appointment.245885,6/29/18,6/29/18,6/29/18,100000124,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject15730
Appointment.247311,7/7/18,7/7/18,7/7/18,100000075,NULL,NULL,NULL,NULL,NULL,Appointment-example Event/Meeting,Appointment-example Event/Meeting,0,1,0,Subject16822
Note.1220644,6/16/18,6/16/18,6/16/18,100000066,100026678,NULL,100001231,100020128,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.057805304,1,2,This is Note#86532
Note.1222000,6/21/18,6/21/18,6/21/18,100000164,100021854,NULL,100002002,100205466,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#87468
Note.1221735,6/20/18,6/20/18,6/20/18,100000087,100028067,NULL,100004394,100173471,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#87265
PlacementCommission.3317,6/12/18,6/26/18,6/12/18,100000155,100027734,NULL,100004186,100101548,NULL,PlacementSales,Placement-Sales,0,1,0,NULL
Note.1220643,6/16/18,6/16/18,6/16/18,100000004,100018652,NULL,100005785,100062034,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#86531
Note.1221153,6/19/18,6/19/18,6/19/18,100000067,100009209,NULL,100000094,100070340,NULL,Message - Recruiting,Note-Message - Recruiting,0.071107638,1,2,This is Note#86892
Appointment.244587,6/20/18,6/21/18,6/20/18,100000075,100001204,NULL,100005906,100062532,NULL,FirstInterview,FirstInterview,0,1,0,Subject16155: This is Appointment#4889
Note.1226653,7/4/18,7/4/18,7/4/18,100000004,100023785,100002742,100000557,NULL,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#90491
Note.1219157,6/14/18,6/14/18,6/14/18,100000109,NULL,NULL,NULL,100104625,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#85427
Note.1220532,6/16/18,6/16/18,6/16/18,100000067,100004394,NULL,100005272,100039410,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.071107638,1,2,This is Note#86447
Note.1226528,7/4/18,7/4/18,7/4/18,100000071,100003933,NULL,100004188,100178411,NULL,Email-Recruiting,Note-Email-Recruiting,0.122670376,1,3,This is Note#90583
Note.1222389,6/21/18,6/21/18,6/21/18,100000068,100020302,NULL,100004424,100155047,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87698
Note.1219054,6/14/18,6/14/18,6/14/18,100000115,100026712,NULL,100008006,100209278,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85287
Note.1219111,6/14/18,6/14/18,6/14/18,100000041,NULL,NULL,NULL,100197917,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.097547903,1,2,This is Note#85396
Note.1218360,6/12/18,6/12/18,6/12/18,100000087,100017711,NULL,100004680,100100008,NULL,Placed,Note-Placed,0,1,0,This is Note#84899
Note.1224092,6/27/18,6/27/18,6/27/18,100000095,100021854,NULL,100002002,NULL,NULL,Message - New Client Dev't,Note-Message - New Client Dev't,0,1,2,This is Note#88753
Appointment.246445,7/3/18,7/11/18,7/3/18,100000001,NULL,NULL,NULL,100186424,NULL,Appointment-Candidate Prep/Review,Appointment-Candidate Prep/Review,0,1,0,Subject16652: This is Appointment#4973
PlacementCommission.3370,6/26/18,7/3/18,6/26/18,100000129,100001879,NULL,100002143,100195247,NULL,PlacementSales,Placement-Sales,0,1,0,NULL
Note.1217883,6/12/18,6/12/18,6/12/18,100000001,NULL,NULL,NULL,100124510,NULL,Email-Recruiting,Note-Email-Recruiting,0.148989003,1,3,This is Note#84584
Note.1221623,6/20/18,6/20/18,6/20/18,100000115,100026712,NULL,100008006,100051963,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85684
Note.1228028,7/6/18,7/6/18,7/6/18,100000067,NULL,NULL,NULL,100182814,NULL,Message - Recruiting,Note-Message - Recruiting,0.071107638,1,2,This is Note#91522
Note.1226076,7/3/18,7/3/18,7/3/18,100000109,100018652,NULL,100005785,100155890,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#90300
Note.1222298,6/21/18,6/21/18,6/21/18,100000012,100003933,NULL,100007277,100211188,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#32611
Sendout.109675,6/28/18,6/28/18,6/28/18,100000075,100009604,100016729,100003197,100182830,NULL,Sendout,Sendout,0.275574903,1,8,NULL
Sendout.109366,6/18/18,6/18/18,6/18/18,100000094,100018857,100006158,100003005,100122406,NULL,Sendout,Sendout,0.332571951,1,8,NULL
Note.1218228,6/12/18,6/12/18,6/12/18,100000069,NULL,NULL,NULL,100017969,NULL,Left Message,Note-Left Message,0,1,1,This is Note#49831
Note.1220561,6/16/18,6/16/18,6/16/18,100000066,100026678,NULL,100001231,100184273,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.057805304,1,2,This is Note#86474
PlacementCommission.3367,6/23/18,6/23/18,6/23/18,100000075,100003933,NULL,100005704,100105718,NULL,PlacementSales,Placement-Sales,0,1,0,NULL
Note.1223414,6/26/18,6/26/18,6/26/18,100000023,100003933,NULL,100001152,100076564,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.048011607,1,2,This is Note#88459
Note.1219370,6/14/18,6/14/18,6/14/18,100000155,100027608,NULL,100001521,100064016,NULL,Message - Recruiting,Note-Message - Recruiting,0.091091091,1,2,This is Note#85560
Note.1223081,6/23/18,6/23/18,6/23/18,100000115,100023035,NULL,100004714,100181800,NULL,Coversation,Note-Coversation,0,1,3,This is Note#88220
Note.1222998,6/22/18,6/22/18,6/22/18,100000068,100020302,NULL,100004424,100163112,NULL,Left Message,Note-Left Message,0,1,1,This is Note#83408
Note.1222466,6/21/18,6/21/18,6/21/18,100000129,100021568,NULL,100004705,100086261,NULL,Message - Recruiting,Note-Message - Recruiting,0.069412662,1,2,This is Note#41423
Note.1219158,6/14/18,6/14/18,6/14/18,100000115,100026712,NULL,100008006,100187772,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85244
Note.1225712,6/30/18,6/30/18,6/30/18,100000067,100009209,100056749,100000094,NULL,NULL,Message - BD Current Client,Note-Message - BD Current Client,0.035553819,1,1,This is Note#90065
Appointment.245753,6/28/18,6/30/18,6/28/18,100000071,100003933,100037808,100003184,100230941,NULL,Interview,Interview,0.204450626,1,5,Subject16456
Note.1222479,6/21/18,6/21/18,6/21/18,100000109,100018652,NULL,100005785,100014186,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#87791
JobOrder.8219,7/3/18,7/3/18,7/3/18,100000008,100023785,100002742,100000557,NULL,NULL,JobOrder,Opportunity,0,1,6,NULL
Note.1228242,7/6/18,7/6/18,7/6/18,100000164,100027063,NULL,100005892,100188369,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#91662
Note.1221848,6/20/18,6/20/18,6/20/18,100000115,100026712,NULL,100008006,100079802,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85676
Note.1224117,6/27/18,6/27/18,6/27/18,100000023,100003933,NULL,100002017,100165767,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1219962,6/15/18,6/15/18,6/15/18,100000027,NULL,NULL,NULL,100159095,NULL,Message - General,Note-Message - General,0,1,0,This is Note#86020
Note.1228149,7/6/18,7/6/18,7/6/18,100000128,100024267,NULL,100000560,100214674,NULL,Left Message,Note-Left Message,0,1,1,This is Note#91607
Note.1223677,6/26/18,6/26/18,6/26/18,100000164,100027063,NULL,100005892,100184905,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#22319
Note.1221869,6/20/18,6/20/18,6/20/18,100000189,NULL,NULL,NULL,100183779,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87026
Note.1228439,7/7/18,7/7/18,7/7/18,100000023,100003933,NULL,100001152,100027847,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#91780
Appointment.247472,7/7/18,7/14/18,7/7/18,100000005,NULL,NULL,NULL,NULL,NULL,Appointment-Sales/NCD,Appointment-Sales/NCD,0,1,0,Subject16853
Appointment.246802,7/4/18,7/7/18,7/4/18,100000124,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject16714
Note.1225738,6/30/18,6/30/18,6/30/18,100000036,100001246,NULL,100001846,100156192,NULL,Left Message,Note-Left Message,0,1,1,This is Note#84320
Note.1225940,7/3/18,7/3/18,7/3/18,100000068,100009282,NULL,100006192,100156458,NULL,Left Message,Note-Left Message,0,1,1,This is Note#88035
Note.1223331,6/23/18,6/23/18,6/23/18,100000115,100020302,NULL,100004424,100047154,NULL,Unknown,Note-Note-Job-Other\\,0,1,0,This is Note#88396
Note.1218383,6/18/18,6/18/18,6/18/18,100000109,100018652,NULL,100005785,100140232,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#84920
Appointment.245764,6/28/18,6/29/18,6/28/18,100000075,NULL,NULL,NULL,NULL,NULL,Appointment-Candidate Prep/Review,Appointment-Candidate Prep/Review,0,1,0,Subject16462: This is Appointment#4930
Note.1225604,6/30/18,6/30/18,6/30/18,100000115,100009282,NULL,100006192,100184000,NULL,Email,Note-Email,0,1,1,This is Note#90016
Appointment.243718,6/14/18,6/14/18,6/14/18,100000012,NULL,NULL,NULL,NULL,NULL,Appointment-Recruiting,Appointment-Recruiting,0,1,0,Subject15927
Note.1227006,7/4/18,7/4/18,7/4/18,100000109,100023785,NULL,100000270,100048144,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#90889
Note.1227875,7/6/18,7/6/18,7/6/18,100000012,100009604,NULL,100003197,100181947,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.05180012,1,2,This is Note#91420
Note.1222140,6/21/18,6/21/18,6/21/18,100000004,100000995,NULL,100007611,100107925,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#85462
Note.1225016,6/28/18,6/28/18,6/28/18,100000071,100025814,NULL,100001525,100201630,NULL,Message - Recruiting,Note-Message - Recruiting,0.08178025,1,2,This is Note#89591
Note.1223937,6/27/18,6/27/18,6/27/18,100000036,100023075,NULL,100001849,100140906,NULL,Coversation,Note-Coversation,0,1,3,This is Note#88821
Appointment.245442,6/27/18,6/27/18,6/27/18,100000155,NULL,NULL,NULL,NULL,NULL,Appointment-Recruiting,Appointment-Recruiting,0,1,0,Subject16371
Note.1220448,6/16/18,6/16/18,6/16/18,100000068,NULL,NULL,NULL,100075323,NULL,Left Message,Note-Left Message,0,1,1,This is Note#86383
Note.1221979,6/21/18,6/21/18,6/21/18,100000164,100021854,NULL,100002002,NULL,NULL,Email-Recruiting,Note-Email-Recruiting,0.082080577,1,3,This is Note#87449
Note.1228916,7/10/18,7/10/18,7/10/18,100000071,100003933,NULL,100004188,100035426,NULL,1st Interview,Note-1st Interview,0,1,0,This is Note#92099
Note.1223325,6/23/18,6/23/18,6/23/18,100000129,100021568,NULL,100004705,100231577,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.069412662,1,2,This is Note#88391
Note.1222019,6/21/18,6/21/18,6/21/18,100000036,100020302,NULL,100004424,100169235,NULL,Coversation,Note-Coversation,0,1,3,This is Note#87481
Note.1228505,7/7/18,7/7/18,7/7/18,100000041,100027608,NULL,100001522,100046270,NULL,Rejected,Note-Rejected,0,1,0,This is Note#91816
Note.1218359,6/12/18,6/12/18,6/12/18,100000005,100018652,NULL,100005784,100227687,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.071194193,1,2,This is Note#84898
Note.1228249,7/6/18,7/6/18,7/6/18,100000109,100018652,NULL,100005784,100093072,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#91667
Note.1225910,7/3/18,7/3/18,7/3/18,100000115,100000245,NULL,100000277,100031873,NULL,Submitted,Note-Submitted,0,1,0,This is Note#90199
Note.1222606,6/22/18,6/22/18,6/22/18,100000004,100018652,NULL,100005785,100010546,NULL,Email,Note-Email,0,1,1,This is Note#87881
Note.1226397,7/3/18,7/3/18,7/3/18,100000087,100007685,NULL,100002153,100005761,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#90486
Placement.1585,7/9/18,8/7/18,8/7/18,100000154,100008417,NULL,100004423,100212279,NULL,Unknown,Starts,0,1,0,NULL
Appointment.246358,7/3/18,7/6/18,7/3/18,100000012,100003933,NULL,100007277,100171259,NULL,FirstInterview,FirstInterview,0,1,0,Subject16633: This is Appointment#2778
JobSubmission.35414,6/22/18,6/22/18,6/22/18,100000067,100009209,NULL,100000094,100191912,NULL,Internal Submission,InternalSubmission,0.035553819,1,1,NULL
Note.1226619,7/4/18,7/4/18,7/4/18,100000115,100024267,NULL,100000560,100058308,NULL,Coversation,Note-Coversation,0,1,3,This is Note#90639
Appointment.243323,6/12/18,6/12/18,6/12/18,100000109,100018652,100018368,NULL,NULL,NULL,Appointment-Client/Prospect Event,Appointment-Client/Prospect Event,0,1,0,Subject15822: This is Appointment#4815
Appointment.246975,7/5/18,7/14/18,7/5/18,100000012,NULL,NULL,NULL,NULL,NULL,Appointment-Candidate Prep/Review,Appointment-Candidate Prep/Review,0,1,0,Subject16487
PlacementCommission.3326,6/15/18,6/15/18,6/15/18,100000144,100010423,NULL,100002606,100196444,NULL,Unknown,DealSplit-Sales,0,1,0,NULL
Note.1221833,6/20/18,6/20/18,6/20/18,100000066,100009880,NULL,100004184,100129627,NULL,Email-Recruiting,Note-Email-Recruiting,0.086707956,1,3,This is Note#87335
Appointment.247369,7/7/18,6/23/18,7/7/18,100000094,100018421,100040569,100007476,100129474,NULL,Interview,Interview,0.207857469,1,5,Subject14570: This is Appointment#4995
Note.1218288,6/12/18,6/12/18,6/12/18,100000029,100009880,NULL,100001412,100062269,NULL,Message - Recruiting,Note-Message - Recruiting,0.043676506,1,2,This is Note#71575
Note.1219819,6/15/18,6/15/18,6/15/18,100000036,NULL,NULL,NULL,100187771,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85914
Note.1225074,6/29/18,6/29/18,6/29/18,100000023,100003933,NULL,100004395,100017330,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#89639
Note.1223850,6/26/18,6/26/18,6/26/18,100000004,100000995,NULL,100007611,100227791,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#86679
Note.1219658,6/15/18,6/15/18,6/15/18,100000004,100018652,NULL,100005785,100010549,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#85796
Note.1221425,6/20/18,6/20/18,6/20/18,100000001,100024220,NULL,100000098,100118826,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.099326002,1,2,This is Note#87070
Appointment.247502,7/7/18,7/11/18,7/7/18,100000075,NULL,NULL,NULL,NULL,NULL,Appointment-Client/Prospect Event,Appointment-Client/Prospect Event,0,1,0,Subject16856
Note.1227815,7/6/18,7/6/18,7/6/18,100000012,100003933,NULL,100004687,100114291,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#32611
